route,flights,delayed,severity,cancelled,cascade,distance,z_delayed,z_severity,z_cancelled,z_cascade,score,origin,dest,origin_lat,origin_lon,dest_lat,dest_lon
DFW-CHA,1625,0.2689393939393939,22.175505050505052,0.024615384615384615,40.1924882629108,695.0,0.7487805636451691,0.7282434595456476,0.43747104961114264,1.1191113729103934,0.7584016114280883,DFW,CHA,32.896801,-97.038002,35.035301,-85.203796
DFW-CHS,1235,0.3112033195020747,23.36597510373444,0.02348178137651822,34.64,987.0,1.4953766603706105,0.9227871636884345,0.35278722044027955,0.5820054519812242,0.8382391241201371,DFW,CHS,32.896801,-97.038002,32.896159,-80.038151
DFW-CID,1164,0.29333333333333333,23.611555555555555,0.029209621993127148,40.77878787878788,685.0,1.1797017261448917,0.9629193204215979,0.7806754441718007,1.1758255846683117,1.0247805188516503,DFW,CID,32.896801,-97.038002,41.884701,-91.7108
DFW-CLE,1657,0.32898820608317814,24.032898820608317,0.02715751357875679,35.97924528301887,1021.0,1.8095483026252797,1.0317742061674606,0.6273763070094805,0.7115539601502097,1.0450631939881077,DFW,CLE,32.896801,-97.038002,41.411701,-81.8498
DFW-CLL,1214,0.16197783461210571,10.098891730605285,0.030477759472817133,19.352631578947367,164.0,-1.1407051296557449,-1.2452871491245376,0.875409416352955,-0.8967795009235713,-0.6018405908377247,DFW,CLL,32.896801,-97.038002,30.5886,-96.3638
DFW-CLT,3837,0.2894947874899759,21.522587543437584,0.023195204586916863,31.026777469990765,935.0,1.1118934640017542,0.6215452776132171,0.3313790071758185,0.23248950118383113,0.5743268124936552,DFW,CLT,32.896801,-97.038002,35.2140007019043,-80.94309997558594
DFW-CMH,1731,0.3073257891602144,21.50268016676593,0.027151935297515885,36.33139534883721,926.0,1.4268797335086247,0.6182920628120859,0.6269595913549415,0.7456183068810345,0.8544374236391716,DFW,CMH,32.896801,-97.038002,39.998001,-82.891899
DFW-COS,1951,0.3008474576271186,23.115466101694917,0.02972834443874936,23.81338028169014,592.0,1.312439416583273,0.8818495953340872,0.8194256889365309,-0.4652802475124084,0.6371086133353706,DFW,COS,32.896801,-97.038002,38.805801,-104.700996
DFW-COU,1158,0.1989342806394316,12.149200710479574,0.024179620034542316,20.46875,490.0,-0.48786614261168754,-0.9102306708032762,0.40491802571570606,-0.7888146059034743,-0.44549834840068303,DFW,COU,32.896801,-97.038002,38.8181,-92.219597
DFW-CRP,2393,0.19500645716745588,12.974601808006888,0.027998328458002507,26.880794701986755,355.0,-0.5572515022005531,-0.7753456424223528,0.6901878985408947,-0.16856166494648345,-0.20274272775712365,DFW,CRP,32.896801,-97.038002,27.770399,-97.501198
DFW-CVG,1782,0.3267441860465116,25.673837209302327,0.03198653198653199,39.57473309608541,812.0,1.7699074841721005,1.2999323438212744,0.9881196040345737,1.0593543879199268,1.279328454986969,DFW,CVG,32.896801,-97.038002,39.048801,-84.667801
DFW-DAY,1376,0.2554144884241972,23.672890216579535,0.023982558139534885,50.698830409356724,861.0,0.5098618751468497,0.9729424806981448,0.39019686465975867,2.1354158308338262,1.0021042628346448,DFW,DAY,32.896801,-97.038002,39.902401,-84.219398
DFW-DCA,3328,0.2862511744440965,19.316003758221107,0.034555288461538464,26.00656455142232,1192.0,1.0545947439443903,0.2609507528598007,1.180014022692489,-0.2531281093745536,0.5606078525305316,DFW,DCA,32.896801,-97.038002,38.8521,-77.037697
DFW-DEN,6047,0.326811840762164,25.918849948962233,0.023813461220439886,35.23217074440396,641.0,1.7711026108897132,1.3399717264217084,0.3775647777716867,0.6392875925207997,1.031981676900977,DFW,DEN,32.896801,-97.038002,39.860027,-104.673792
DFW-DRO,1250,0.2419753086419753,19.30617283950617,0.024,16.833333333333332,674.0,0.27245753953402013,0.2593442081703798,0.39149982806124556,-1.1404774504256583,-0.05429396866500319,DFW,DRO,32.896801,-97.038002,37.151501,-107.753998
DFW-DSM,1375,0.346969696969697,31.15909090909091,0.03854545454545454,50.157205240174676,624.0,2.127192977852356,2.1963190862051065,1.47809233742245,2.083023088784258,1.9711568725660427,DFW,DSM,32.896801,-97.038002,41.534027,-93.656719
DFW-DTW,3653,0.24979044425817268,20.601005867560772,0.019162332329592115,35.93400447427293,986.0,0.41051262241503494,0.4709426543814625,0.03011040313696516,0.7071777048400671,0.40468584619338244,DFW,DTW,32.896801,-97.038002,42.21377,-83.353786
DFW-ECP,1282,0.29392712550607286,23.212145748987854,0.0343213728549142,42.269972451790636,685.0,1.1901911189907117,0.8976487468109049,1.162539770156322,1.3200715561020528,1.1426127980149978,DFW,ECP,32.896801,-97.038002,30.357106,-85.795414
DFW-ELP,2659,0.34305717619603265,27.232983274990275,0.03159082361790147,40.70181405895691,551.0,2.0580779418237505,1.5547241801180085,0.9585589087739482,1.1683797167204386,1.4349351868590365,DFW,ELP,32.896801,-97.038002,31.809908,-106.375607
DFW-EWR,3442,0.3278438548337908,31.140896614821592,0.03834979662986636,27.04093023255814,1372.0,1.7893332335160845,2.1933458191398705,1.46347605817102,-0.15307135906046335,1.3232709379416279,DFW,EWR,32.896801,-97.038002,40.6894,-74.170545
DFW-FAR,1086,0.16104868913857678,9.870786516853933,0.011970534069981584,23.790697674418606,967.0,-1.1571185691219394,-1.2825635451977444,-0.5071401924569552,-0.4674743922076851,-0.853574174746081,DFW,FAR,32.896801,-97.038002,46.9207,-96.815804
DFW-FAT,1406,0.36430138990490124,25.81272860277981,0.02702702702702703,34.100401606425706,1313.0,2.4333589130510798,1.3226296356072915,0.6176285394688477,0.5298087649483932,1.225856463268903,DFW,FAT,32.896801,-97.038002,36.775767,-119.718018
DFW-FLL,2924,0.2980085348506401,21.791251778093883,0.035909712722298225,27.41766109785203,1119.0,1.262289587015729,0.6654497296730895,1.2811938965588956,-0.11662925080825391,0.773075990609865,DFW,FLL,32.896801,-97.038002,26.072599,-80.152702
DFW-FSD,1086,0.3241706161137441,27.334597156398104,0.026703499079189688,42.599415204678365,737.0,1.724445136771252,1.5713296720644707,0.5934599551464751,1.3519393682981014,1.3102935330700747,DFW,FSD,32.896801,-97.038002,43.585463,-96.741152
DFW-FSM,1167,0.17736185383244207,10.679144385026738,0.03513281919451585,26.527638190954775,227.0,-0.8689450281285415,-1.1504636796692478,1.2231574367685532,-0.20272336761175408,-0.24974365966024753,DFW,FSM,32.896801,-97.038002,35.336601,-94.367401
DFW-FWA,1036,0.22111553784860558,14.900398406374501,0.02895752895752896,25.08108108108108,859.0,-0.09603221255538251,-0.46063667292270233,0.7618432788869612,-0.34265241417367204,-0.0343695051911989,DFW,FWA,32.896801,-97.038002,40.978896,-85.194465
DFW-GPT,1067,0.1783625730994152,15.78167641325536,0.03655107778819119,42.256830601092894,500.0,-0.851267231078383,-0.3166203766932505,1.3291059418090065,1.3188003123843715,0.37000466160543616,DFW,GPT,32.896801,-97.038002,30.405582,-89.069836
DFW-GRK,1782,0.23054245283018868,15.902712264150944,0.04601571268237935,24.524296675191817,134.0,0.07049509970231273,-0.296840994000317,2.0361447866746243,-0.396511546678597,0.35332183642450576,DFW,GRK,32.896801,-97.038002,31.0672,-97.828903
DFW-GRR,1045,0.3353174603174603,26.705357142857142,0.03349282296650718,40.414201183431956,931.0,1.921355155481148,1.4685008082076756,1.100644413118032,1.140558212006634,1.4077646472033725,DFW,GRR,32.896801,-97.038002,42.880798,-85.522797
DFW-GSP,1166,0.3230633802816901,23.235915492957748,0.02144082332761578,36.55040871934605,862.0,1.70488571489171,0.9015331402283491,0.20032105165005232,0.7668040118286185,0.8933859796496825,DFW,GSP,32.896801,-97.038002,34.895699,-82.218903
DFW-HOU,2132,0.24334975369458128,16.564532019704433,0.0450281425891182,25.52834008097166,247.0,0.2967372366463327,-0.18868802839569562,1.962370105900413,-0.2993879450464281,0.44275784227615556,DFW,HOU,32.896801,-97.038002,29.645336,-95.276812
DFW-HRL,1555,0.16942422236929186,11.367968232958306,0.02765273311897106,28.421875,461.0,-1.009164011309457,-1.0378977713417128,0.6643708087079018,-0.019489156640759866,-0.35054503264600695,DFW,HRL,32.896801,-97.038002,26.228500366210938,-97.65440368652344
DFW-HSV,2075,0.2541270635317659,21.518259129564782,0.03325301204819277,42.66732283464567,603.0,0.4871193970944774,0.620837938805665,1.0827297617271683,1.3585082412798488,0.8872988347267898,DFW,HSV,32.896801,-97.038002,34.636244,-86.774378
DFW-IAD,1890,0.23197831978319783,18.26612466124661,0.022222222222222223,36.0,1172.0,0.09585982028284198,0.08938207889488983,0.25869407691709834,0.7135616152500388,0.2893743978362172,DFW,IAD,32.896801,-97.038002,38.9445,-77.455803
DFW-IAH,5732,0.30880491773639485,25.767853914301213,0.03314724354501047,34.69847775175644,224.0,1.453008674605059,1.3152963237821031,1.0748285123763772,0.587662149523624,1.1076989150717906,DFW,IAH,32.896801,-97.038002,29.9844,-95.3414
DFW-ICT,2542,0.26181668721742707,21.476366625565145,0.040912667191188044,37.94505494505494,328.0,0.6229573002842251,0.6139919682734388,1.654930780035641,0.9017115901900853,0.9483979096958476,DFW,ICT,32.896801,-97.038002,37.650314,-97.428583
DFW-IND,2050,0.3148893360160966,22.54527162977867,0.026829268292682926,35.22683706070288,761.0,1.5604904780105,0.7886698094609247,0.6028553222601627,0.6387716521062381,0.8976968154594563,DFW,IND,32.896801,-97.038002,39.7173,-86.294403
DFW-JAN,1899,0.23464912280701755,19.04111842105263,0.036334913112164295,32.17289719626168,408.0,0.1430397990983222,0.21602966344455088,1.3129577412130538,0.34335649665067347,0.50384592510165,DFW,JAN,32.896801,-97.038002,32.311199,-90.075897
DFW-JAX,1829,0.3756345177664975,27.124647490129725,0.028977583378895572,31.315315315315317,917.0,2.6335596495541136,1.5370202111514524,0.763341409039473,0.2604004805137934,1.2985804375647079,DFW,JAX,32.896801,-97.038002,30.492469,-81.687813
DFW-JFK,2068,0.2271592611083375,17.87518721917124,0.027079303675048357,24.417582417582416,1391.0,0.010730709613610953,0.025496038365658717,0.6215337741919686,-0.40683428072063577,0.06273156036265065,DFW,JFK,32.896801,-97.038002,40.639447,-73.779317
DFW-LAS,5386,0.3090630388963403,22.89097528262119,0.028406981062012625,37.35275883446993,1055.0,1.4575684084189875,0.8451638547980878,0.7207155700592184,0.8444173226697871,0.9669662889865203,DFW,LAS,32.896801,-97.038002,36.083361,-115.151817
DFW-LAW,1073,0.2810327706057597,30.19761668321748,0.05405405405405406,50.37809187279152,140.0,0.9624111645686138,2.0391973200323004,2.636634891322438,2.104389999008111,1.9356583437328658,DFW,LAW,32.896801,-97.038002,34.567699,-98.416603
DFW-LAX,6384,0.28747597693786037,20.37860345932095,0.021146616541353382,27.06518105849582,1235.0,1.076230991617303,0.4345981968355703,0.1783428529518305,-0.15072551669541834,0.38461163117732133,DFW,LAX,32.896801,-97.038002,33.942501,-118.407997
DFW-LBB,2690,0.2296153846153846,18.38269230769231,0.030483271375464683,33.31323283082077,282.0,0.05411835520080086,0.10843127854609966,0.8758211733118345,0.45366398262222013,0.3730086974202388,DFW,LBB,32.896801,-97.038002,33.663601,-101.822998
DFW-LCH,1048,0.19242273180458624,14.819541375872383,0.03435114503816794,15.89119170984456,295.0,-0.6028932461996555,-0.47385013106656493,1.1647638485589427,-1.2316131395742136,-0.28589816707037286,DFW,LCH,32.896801,-97.038002,30.126100540161133,-93.22329711914062
DFW-LEX,1200,0.2645547945205479,21.133561643835616,0.025833333333333333,44.29126213592233,785.0,0.6713262153272362,0.55797161667925,0.5284557589286474,1.5155959058808763,0.8183373742040025,DFW,LEX,32.896801,-97.038002,38.035066,-84.606738
DFW-LFT,1682,0.25766871165644173,22.28159509202454,0.03032104637336504,34.838095238095235,351.0,0.5496829339797681,0.7455804346286203,0.8637024408540949,0.6011676942500708,0.6900333759281385,DFW,LFT,32.896801,-97.038002,30.205299,-91.987602
DFW-LGA,6898,0.3347120098039216,26.75229779411765,0.04537547115105828,28.303890160183066,1389.0,1.9106598169826448,1.476171734617224,1.9883166730916892,-0.0309021219717904,1.336061525679942,DFW,LGA,32.896801,-97.038002,40.777199,-73.872597
DFW-LIT,2721,0.25808907499048345,20.557289684050247,0.033443586916574786,37.557522123893804,304.0,0.557108690584809,0.46379866260438857,1.0969663209085456,0.864224582033689,0.745524564032858,DFW,LIT,32.896801,-97.038002,34.729222,-92.223591
DFW-LRD,1563,0.19601328903654486,10.8578073089701,0.03582853486884197,20.277966101694915,396.0,-0.5394657254769549,-1.1212670216578722,1.2751296482938492,-0.8072696041935367,-0.29821817575862863,DFW,LRD,32.896801,-97.038002,27.5438,-99.461601
DFW-MAF,2927,0.21156558533145275,14.535260930888576,0.02869832593098736,21.733333333333334,309.0,-0.26473299409176165,-0.5203065460200397,0.7424799742776963,-0.6664883327659581,-0.17726197465001578,DFW,MAF,32.896801,-97.038002,31.942499,-102.202003
DFW-MCI,2543,0.34472934472934474,27.13838013838014,0.03185214313802595,39.11806375442739,460.0,2.087616951355328,1.5392643669377137,0.9780803223007506,1.0151796331618204,1.4050353184389033,DFW,MCI,32.896801,-97.038002,39.301699,-94.713893
DFW-MCO,4860,0.37712585034013607,28.20514455782313,0.028189300411522632,33.029312288613305,985.0,2.65990417537784,1.7135923989979878,0.7044541212666665,0.42619964644132596,1.376037585520955,DFW,MCO,32.896801,-97.038002,28.429399490356445,-81.30899810791016
DFW-MEM,2433,0.32016985138004245,22.963906581740975,0.032059186189889025,32.774535809018566,431.0,1.6537712631466037,0.857082109306229,0.9935471080630424,0.40155448750998823,0.9764887420064658,DFW,MEM,32.896801,-97.038002,35.043845,-89.97634
DFW-MFE,2438,0.2894736842105263,22.96816638370119,0.03240360951599672,40.16862170087977,469.0,1.1115206726470608,0.8577782357228545,1.0192766447391475,1.1168027013433202,1.0263445636130957,DFW,MFE,32.896801,-97.038002,26.176141,-98.237965
DFW-MGM,1067,0.267258382642998,24.467455621301774,0.04873477038425492,40.74907749077491,622.0,0.7190853458978435,1.1027884155866825,2.2392671932069232,1.1729516253622716,1.3085231450134303,DFW,MGM,32.896801,-97.038002,32.300598,-86.393997
DFW-MHK,1089,0.20285714285714285,13.141904761904762,0.031221303948576674,14.553990610328638,431.0,-0.4185684240315409,-0.7480054029286922,0.930954594072389,-1.36096390881771,-0.39914578542638846,DFW,MHK,32.896801,-97.038002,39.14099884033203,-96.6707992553711
DFW-MIA,4836,0.3198724760892667,24.326673751328375,0.024607113316790736,27.004651162790697,1121.0,1.6485181015341908,1.0797821867559132,0.43685315684837517,-0.15658072319690916,0.7521431804853925,DFW,MIA,32.896801,-97.038002,25.796011,-80.289751
DFW-MKE,1090,0.3491912464319695,28.59467174119886,0.03486238532110092,45.73024523160763,853.0,2.1664368515610426,1.7772479785000952,1.2029551515658519,1.6547922993198765,1.7003580702367165,DFW,MKE,32.896801,-97.038002,42.947201,-87.896599
DFW-MLU,1041,0.18045862412761715,12.57826520438684,0.03266090297790586,24.359116022099446,293.0,-0.8142402986446683,-0.8401140007245659,1.0384972986928909,-0.4124898797426186,-0.2570867201047405,DFW,MLU,32.896801,-97.038002,32.510899,-92.037697
DFW-MOB,1130,0.21475256769374415,15.663865546218487,0.047787610619469026,31.77391304347826,539.0,-0.20843466022093465,-0.33587274041248333,2.1685112946979768,0.30476177286740486,0.4822414167329909,DFW,MOB,32.896801,-97.038002,30.6912,-88.242798
DFW-MSN,1093,0.3849056603773585,35.10377358490566,0.023787740164684355,46.6764705882353,821.0,2.7973352286869178,2.84094948017354,0.37564333169865516,1.746323018073995,1.940062764658277,DFW,MSN,32.896801,-97.038002,43.1399,-89.337502
DFW-MSP,3253,0.26517067003792666,21.52275600505689,0.02490009222256379,37.08581644815256,852.0,0.6822057124686409,0.6215728071989778,0.4587396289018268,0.8185953254949823,0.645278368516107,DFW,MSP,32.896801,-97.038002,44.880081,-93.221741
DFW-MSY,2837,0.3362734288864388,25.547225284821756,0.03842086711314769,37.59781420765027,448.0,1.9382424273729426,1.2792417328224686,1.4687852531864694,0.8681221349374441,1.3885978870798312,DFW,MSY,32.896801,-97.038002,29.993401,-90.264673
DFW-OKC,3154,0.2870279146141215,21.067651888341544,0.03138871274571972,35.49771167048055,175.0,1.0683159298349556,0.5472008056553364,0.9434605727895442,0.6649740229807144,0.8059878328151375,DFW,OKC,32.896801,-97.038002,35.393388,-97.598248
DFW-OMA,1616,0.322663252240717,24.547375160051217,0.0327970297029703,38.426587301587304,583.0,1.6978174165828395,1.11584867112148,1.0486664054276895,0.9482914058630181,1.2026559747487569,DFW,OMA,32.896801,-97.038002,41.3032,-95.894096
DFW-ONT,2379,0.3233766233766234,22.31038961038961,0.02816309373686423,33.366800535475235,1188.0,1.7104191827106545,0.7502859643868469,0.7024963978906043,0.4588457191659393,0.9055118160385112,DFW,ONT,32.896801,-97.038002,34.056,-117.600998
DFW-ORD,6798,0.3191845428267154,27.012779552715656,0.029714621947631657,36.484270734032414,802.0,1.6363656977574355,1.5187390264544418,0.8184005744575247,0.7604063209505365,1.1834779049049846,DFW,ORD,32.896801,-97.038002,41.9786,-87.9048
DFW-ORF,1022,0.3575757575757576,25.314141414141414,0.025440313111545987,36.79661016949152,1212.0,2.3145500050261485,1.2411517368119978,0.4990958769334117,0.7906196869553512,1.2113543264317275,DFW,ORF,32.896801,-97.038002,36.895341,-76.201
DFW-PBI,1136,0.3666061705989111,26.272232304900182,0.028169014084507043,34.98019801980198,1102.0,2.474073074053562,1.3977206066361916,0.7029386670119571,0.6149136477435748,1.2974114988613215,DFW,PBI,32.896801,-97.038002,26.683201,-80.095596
DFW-PDX,2427,0.36072482090181207,25.005478297513697,0.021013597033374538,31.996495327102803,1616.0,2.3701784956661545,1.1907107652998463,0.1684058653852306,0.3262927076065637,1.0138969584894488,DFW,PDX,32.896801,-97.038002,45.588699,-122.598
DFW-PHL,3362,0.31226765799256506,25.25092936802974,0.0380725758477097,34.4375,1303.0,1.5141782968020454,1.2308217788566087,1.4427667689295356,0.5624171262003895,1.1875459926971448,DFW,PHL,32.896801,-97.038002,39.871899,-75.241096
DFW-PHX,5107,0.2995585874799358,22.422953451043337,0.0225181123947523,34.48292029470864,868.0,1.2896714079740035,0.7686808718890644,0.2807980300153017,0.5668107436315717,0.7264902633774853,DFW,PHX,32.896801,-97.038002,33.435302,-112.005905
DFW-PIA,1057,0.24215686274509804,21.676470588235293,0.03405865657521287,42.526315789473685,672.0,0.2756647093113493,0.6466924683875728,1.142914014170586,1.3448682810911,0.8525348682401519,DFW,PIA,32.896801,-97.038002,40.663841,-89.692631
DFW-PIT,1493,0.3017711171662125,22.350817438692097,0.016075016744809108,34.46049661399549,1067.0,1.32875594651772,0.7568925811993229,-0.20052205856961328,0.5646416455426104,0.6124420286725101,DFW,PIT,32.896801,-97.038002,40.491501,-80.232903
DFW-PNS,1767,0.33881385789782736,28.24603640634175,0.03395585738539898,41.61005199306759,604.0,1.9831193373773828,1.7202748448591654,1.1352345821341991,1.256235818151906,1.5237161456306634,DFW,PNS,32.896801,-97.038002,30.472718,-87.186639
DFW-PSP,1015,0.308868501529052,22.14780835881753,0.027586206896551724,38.006600660066006,1126.0,1.454131888096963,0.7237173339377213,0.6594010846796114,0.9076650594051526,0.9362288415298621,DFW,PSP,32.896801,-97.038002,33.8297,-116.507004
DFW-RDU,2278,0.30198915009041594,20.731012658227847,0.027216856892010536,32.214071856287426,1061.0,1.3326075179938832,0.4921880461084354,0.6318094444862565,0.34733942333955947,0.7009861079820336,DFW,RDU,32.896801,-97.038002,35.878659,-78.7873
DFW-RIC,1081,0.3123209169054441,22.69914040114613,0.025901942645698426,34.14067278287462,1158.0,1.5151191203517265,0.8138146677062227,0.5335810965147202,0.5337042954365846,0.8490547950023135,DFW,RIC,32.896801,-97.038002,37.505199,-77.319702
DFW-RNO,1283,0.29159935379644586,21.992730210016155,0.029618082618862042,30.49584487534626,1345.0,1.1490708196021002,0.6983748421903773,0.8111887742919119,0.18113107831192832,0.7099413785990794,DFW,RNO,32.896801,-97.038002,39.4991,-119.767998
DFW-RSW,1359,0.3632901751713633,27.854531607006855,0.03164091243561442,34.939203354297696,1017.0,2.415495712627565,1.6562960881943698,0.9623007054953616,0.6109481323698747,1.4112601596717926,DFW,RSW,32.896801,-97.038002,26.534685,-81.752816
DFW-SAF,1761,0.24808485562757807,17.17913965822039,0.030664395229982964,10.985748218527316,551.0,0.3803832438192702,-0.08825035147388399,0.8893517111833852,-1.7061288196107396,-0.13116105402049205,DFW,SAF,32.896801,-97.038002,35.6171,-106.088997
DFW-SAN,3467,0.35900509439616424,25.201078813305365,0.031150850879723104,31.717863105175294,1171.0,2.3397993702191404,1.2226753231407805,0.9256915219120403,0.2993399237243225,1.196876534749071,DFW,SAN,32.896801,-97.038002,32.733601,-117.190002
DFW-SAT,4434,0.3299765807962529,27.39274004683841,0.03585926928281461,41.37047551454933,247.0,1.827008032005821,1.5808312409994816,1.2774256084440057,1.2330609929141731,1.4795814685908704,DFW,SAT,32.896801,-97.038002,29.533701,-98.469803
DFW-SAV,1066,0.3535645472061657,29.197495183044317,0.024390243902439025,37.915531335149865,925.0,2.243691608291551,1.8757599108268146,0.4206523100197169,0.8988556983923227,1.3597398818826014,DFW,SAV,32.896801,-97.038002,32.126591,-81.19998
DFW-SDF,2038,0.3070264765784114,26.264256619144604,0.03532875368007851,42.565505804311776,733.0,1.421592349473663,1.396417239578986,1.2377943766917856,1.348659228142973,1.3511157984718518,DFW,SDF,32.896801,-97.038002,38.1706,-85.735076
DFW-SEA,5233,0.3112284820031299,20.830985915492956,0.021784827059048346,25.33752357008171,1660.0,1.4958211582448984,0.5085254312705522,0.22601924324652878,-0.3178460980324749,0.4781299336823761,DFW,SEA,32.896801,-97.038002,47.447943,-122.310276
DFW-SFO,4036,0.3224251648909183,24.295027904616944,0.02205153617443013,32.5177025963808,1464.0,1.6936115818509052,1.0746106998938323,0.24594327697449253,0.3767103757051147,0.8477189836060862,DFW,SFO,32.896801,-97.038002,37.619806,-122.374821
DFW-SGF,3033,0.2025701724721001,11.791342576936083,0.021101219914276294,24.37729549248748,364.0,-0.4236377820359449,-0.9687109716460562,0.17495157805023986,-0.4107313346143033,-0.40703212756151613,DFW,SGF,32.896801,-97.038002,37.245047,-93.388596
DFW-SHV,2124,0.2557796360059026,21.80619773733399,0.04143126177024482,24.303846153846155,190.0,0.5163122404548636,0.6678921617734599,1.6936714727542828,-0.417836270780689,0.6150099010504793,DFW,SHV,32.896801,-97.038002,32.444747,-93.826741
DFW-SJC,1226,0.2826086956521739,20.04180602006689,0.02365415986949429,28.86390532544379,1438.0,0.9902500241331311,0.3795595831379397,0.3656644515132201,0.023269529876777117,0.439685897165267,DFW,SJC,32.896801,-97.038002,37.362452,-121.929188
DFW-SJT,1078,0.2145631067961165,21.73106796116505,0.039888682745825604,16.86425339366516,229.0,-0.21178150424376715,0.6556146375235428,1.5784358293583576,-1.1374864765247057,0.22119562152835687,DFW,SJT,32.896801,-97.038002,31.35770034790039,-100.49600219726562
DFW-SJU,1016,0.3114256825075834,21.770475227502526,0.023622047244094488,20.288961038961038,2165.0,1.499304723127647,0.6620544765960482,0.363265534510915,-0.8062060367213951,0.42960467437830374,DFW,SJU,32.896801,-97.038002,18.4394,-66.001801
DFW-SLC,3850,0.3030625832223702,22.914780292942744,0.022857142857142857,36.755711775043935,989.0,1.3515698120956043,0.8490540113564568,0.30612470232572225,0.7866634841190429,0.8233530024742065,DFW,SLC,32.896801,-97.038002,40.78886,-111.979866
DFW-SMF,1695,0.34282253179890976,25.89763779527559,0.024188790560471976,36.47173144876325,1431.0,2.0539329271646025,1.3365052881523447,0.4056030936694735,0.759193364876901,1.1388086684658305,DFW,SMF,32.896801,-97.038002,38.6954,-121.591003
DFW-SNA,2898,0.23363148479427548,15.159212880143112,0.030020703933747412,26.59877488514548,1205.0,0.12506313086229015,-0.418341844694033,0.8412658890012845,-0.1958421392622274,0.08803625897682857,DFW,SNA,32.896801,-97.038002,33.675063,-117.869281
DFW-STL,2366,0.306282722513089,24.209424083769633,0.029585798816568046,39.62820512820513,550.0,1.4084538661288102,1.0606215328826716,0.80877706982185,1.064526869822763,1.0855948346640236,DFW,STL,32.896801,-97.038002,38.748697,-90.370003
DFW-TLH,1080,0.27507163323782235,25.13849092645654,0.026851851851851852,45.58680555555556,767.0,0.8571071297045152,1.2124473637653976,0.6045423871883151,1.64091702473022,1.078753476347112,DFW,TLH,32.896801,-97.038002,30.401209,-84.35433
DFW-TPA,2865,0.33032164799421754,24.3371882905674,0.032460732984293195,35.7582056892779,929.0,1.8331036755050576,1.0815004470392071,1.0235439526163757,0.6901722536185484,1.1570800821947973,DFW,TPA,32.896801,-97.038002,27.9755,-82.533203
DFW-TUL,2933,0.2821238938053097,21.327079646017697,0.034776679168087285,36.54579673776662,237.0,0.9816859553265724,0.5895958552400496,1.1965526246747356,0.7663578834450477,0.8835480796716013,DFW,TUL,32.896801,-97.038002,36.197084,-95.886225
DFW-TUS,2196,0.31636020744931637,24.416784535596417,0.033242258652094715,39.10283159463487,813.0,1.5864735559240317,1.0945078707050067,1.0819264482512077,1.013706188676084,1.1941535158890826,DFW,TUS,32.896801,-97.038002,32.115004,-110.938053
DFW-TYR,1077,0.240234375,17.41015625,0.04735376044568245,21.589430894308943,102.0,0.2417037880910998,-0.05049818512469177,2.1361012832027453,-0.6804083715623357,0.4117246286517044,DFW,TYR,32.896801,-97.038002,32.35409927368164,-95.40239715576172
DFW-TYS,1653,0.30571249215317015,25.246704331450093,0.034482758620689655,46.04106776180698,772.0,1.3983806948537383,1.230131333713437,1.1745958089457,1.6848589313276199,1.3719916922101236,DFW,TYS,32.896801,-97.038002,35.811001,-83.994003
DFW-VPS,1384,0.3130630630630631,25.536786786786788,0.03395953757225433,40.12230215827338,641.0,1.528229199860464,1.2775358990067407,1.1355095039977667,1.112322097439156,1.2633991750760318,DFW,VPS,32.896801,-97.038002,30.481315,-86.515839
DFW-XNA,3515,0.22493384298735666,17.52984416348133,0.029018492176386912,35.06797385620915,280.0,-0.028581504303722485,-0.03093907906686599,0.7663974285527962,0.6234044214681618,0.3325703166625924,DFW,XNA,32.896801,-97.038002,36.281898,-94.306801
DLH-MSP,1089,0.17293233082706766,19.711466165413533,0.02295684113865932,0.0,144.0,-0.9471929556965437,0.32557625212014485,0.31357248648079533,-2.768807412453879,-0.7692129073873706,DLH,MSP,46.841873,-92.198746,44.880081,-93.221741
DLH-ORD,1131,0.292772186642269,31.257090576395242,0.03183023872679045,31.334375,397.0,1.1697890187079623,2.212333952123344,0.9764439919202813,0.2622441709477864,1.1552027834248435,DLH,ORD,46.841873,-92.198746,41.9786,-87.9048
DRO-DEN,2171,0.2255039849976559,22.244725738396625,0.014739751266697375,27.584199584199585,251.0,-0.018509893732733176,0.7395553350432361,-0.30027070939319445,-0.10051957117554786,0.08006379018544016,DRO,DEN,37.151501,-107.753998,39.860027,-104.673792
DRO-DFW,1248,0.22148209825145712,24.218984179850125,0.03125,20.090225563909776,674.0,-0.08955688963306686,1.0621838203996188,0.933098281945971,-0.825430210694299,0.270073750504556,DRO,DFW,37.151501,-107.753998,32.896801,-97.038002
DSM-ATL,1228,0.1212624584717608,14.20265780730897,0.014657980456026058,39.73972602739726,743.0,-1.8599459597108496,-0.5746597349096805,-0.3063792534804338,1.0753145621918843,-0.41641759647726995,DSM,ATL,41.534027,-93.656719,33.6367,-84.428101
DSM-DEN,2270,0.18165627782724844,16.924755120213714,0.008370044052863436,19.11764705882353,589.0,-0.7930836368942734,-0.12982125043620707,-0.7761084443877936,-0.9195101346699357,-0.6546308665970524,DSM,DEN,41.534027,-93.656719,39.860027,-104.673792
DSM-DFW,1376,0.2887700534759358,29.6707410236822,0.038517441860465115,64.1931216931217,624.0,1.0990909715961674,1.9530965885182112,1.4759996992321833,3.4407519979837735,1.9922348143325839,DSM,DFW,41.534027,-93.656719,32.896801,-97.038002
